'Elapsed time','ECG I','ECG I filtered'
'0:09.244',-0.10500000,-0.04000000
'0:09.246',-0.10000000,-0.04000000
'0:09.248',-0.10000000,-0.04000000
'0:09.250',-0.09500000,-0.03500000
'0:09.252',-0.08500000,-0.03000000
'0:09.254',-0.08500000,-0.02500000
'0:09.256',-0.08000000,-0.02000000
'0:09.258',-0.06000000,-0.01000000
'0:09.260',-0.06000000,-0.00500000
'0:09.262',-0.04500000,0.00500000
'0:09.264',-0.06000000,0.01000000
'0:09.266',-0.07000000,0.01500000
'0:09.268',-0.06000000,0.01500000
'0:09.270',-0.07000000,0.02000000
'0:09.272',-0.07000000,0.01500000
'0:09.274',-0.06500000,0.01000000
'0:09.276',-0.07500000,0.00500000
'0:09.278',-0.08500000,-0.00500000
'0:09.280',-0.07000000,-0.01500000
'0:09.282',-0.09000000,-0.02500000
'0:09.284',-0.10000000,-0.03500000
'0:09.286',-0.10000000,-0.04000000
'0:09.288',-0.11500000,-0.04500000
'0:09.290',-0.12500000,-0.04500000
'0:09.292',-0.14000000,-0.04500000
'0:09.294',-0.13000000,-0.04500000
'0:09.296',-0.12500000,-0.04500000
'0:09.298',-0.12500000,-0.04500000
'0:09.300',-0.13500000,-0.05000000
'0:09.302',-0.12500000,-0.05500000
'0:09.304',-0.14000000,-0.06000000
'0:09.306',-0.13000000,-0.06500000
'0:09.308',-0.13000000,-0.07500000
'0:09.310',-0.14500000,-0.08000000
'0:09.312',-0.15000000,-0.08000000
'0:09.314',-0.13500000,-0.08000000
'0:09.316',-0.14000000,-0.08000000
'0:09.318',-0.14000000,-0.07500000
'0:09.320',-0.11500000,-0.07500000
'0:09.322',-0.13000000,-0.07000000
'0:09.324',-0.14500000,-0.07000000
'0:09.326',-0.15000000,-0.07500000
'0:09.328',-0.14500000,-0.07500000
'0:09.330',-0.16000000,-0.08000000
'0:09.332',-0.16500000,-0.08000000
'0:09.334',-0.14500000,-0.08500000
'0:09.336',-0.13500000,-0.08500000
'0:09.338',-0.13000000,-0.08000000
'0:09.340',-0.13000000,-0.08000000
'0:09.342',-0.14000000,-0.07500000
'0:09.344',-0.14000000,-0.07500000
'0:09.346',-0.15000000,-0.07500000
'0:09.348',-0.16500000,-0.07500000
'0:09.350',-0.16000000,-0.07500000
'0:09.352',-0.18500000,-0.07500000
'0:09.354',-0.15000000,-0.08000000
'0:09.356',-0.13500000,-0.08000000
'0:09.358',-0.13000000,-0.08000000
'0:09.360',-0.14500000,-0.08000000
'0:09.362',-0.13500000,-0.08000000
'0:09.364',-0.13500000,-0.08000000
'0:09.366',-0.16000000,-0.08000000
'0:09.368',-0.16000000,-0.08500000
'0:09.370',-0.17000000,-0.09000000
'0:09.372',-0.18500000,-0.09500000
'0:09.374',-0.17000000,-0.10000000
'0:09.376',-0.17500000,-0.10500000
'0:09.378',-0.16500000,-0.10500000
'0:09.380',-0.17000000,-0.10500000
'0:09.382',-0.16500000,-0.10500000
'0:09.384',-0.18000000,-0.10500000
'0:09.386',-0.19500000,-0.10500000
'0:09.388',-0.21000000,-0.10000000
'0:09.390',-0.19000000,-0.09500000
'0:09.392',-0.16500000,-0.08500000
'0:09.394',-0.11000000,-0.06000000
'0:09.396',-0.05000000,-0.02500000
'0:09.398',0.00000000,0.02500000
'0:09.400',0.05500000,0.09000000
'0:09.402',0.12500000,0.17500000
'0:09.404',0.18500000,0.26500000
'0:09.406',0.28000000,0.36000000
'0:09.408',0.37500000,0.45500000
'0:09.410',0.49500000,0.53000000
'0:09.412',0.58500000,0.59000000
'0:09.414',0.58000000,0.61500000
'0:09.416',0.55500000,0.61000000
'0:09.418',0.49000000,0.57500000
'0:09.420',0.43000000,0.51000000
'0:09.422',0.32500000,0.41500000
'0:09.424',0.23500000,0.31000000
'0:09.426',0.10500000,0.19500000
'0:09.428',-0.01000000,0.08500000
'0:09.430',-0.12000000,-0.01000000
'0:09.432',-0.24000000,-0.09000000
'0:09.434',-0.27500000,-0.14500000
'0:09.436',-0.26000000,-0.17500000
'0:09.438',-0.22000000,-0.18500000
'0:09.440',-0.19500000,-0.17500000
'0:09.442',-0.18500000,-0.15500000
'0:09.444',-0.15000000,-0.13000000
'0:09.446',-0.13500000,-0.10500000
'0:09.448',-0.16000000,-0.08000000
'0:09.450',-0.14500000,-0.06000000
'0:09.452',-0.14000000,-0.05000000
'0:09.454',-0.12500000,-0.04500000
'0:09.456',-0.11500000,-0.05000000
'0:09.458',-0.11500000,-0.05000000
'0:09.460',-0.11000000,-0.05500000
'0:09.462',-0.11000000,-0.06000000
'0:09.464',-0.13500000,-0.06000000
'0:09.466',-0.13000000,-0.06000000
'0:09.468',-0.14000000,-0.06000000
'0:09.470',-0.14500000,-0.05500000
'0:09.472',-0.15000000,-0.05000000
'0:09.474',-0.12000000,-0.05000000
'0:09.476',-0.12000000,-0.05000000
'0:09.478',-0.11500000,-0.05000000
'0:09.480',-0.10500000,-0.05500000
'0:09.482',-0.09000000,-0.06000000
'0:09.484',-0.11500000,-0.06000000
'0:09.486',-0.12500000,-0.06000000
'0:09.488',-0.12500000,-0.06000000
'0:09.490',-0.13000000,-0.06000000
'0:09.492',-0.12500000,-0.05500000
'0:09.494',-0.12000000,-0.05000000
'0:09.496',-0.09500000,-0.04500000
'0:09.498',-0.10000000,-0.04000000
'0:09.500',-0.10000000,-0.04000000
'0:09.502',-0.10000000,-0.04000000
'0:09.504',-0.11000000,-0.04000000
'0:09.506',-0.12000000,-0.04000000
'0:09.508',-0.12000000,-0.04000000
'0:09.510',-0.12500000,-0.03500000
'0:09.512',-0.10000000,-0.03500000
'0:09.514',-0.11000000,-0.03000000
'0:09.516',-0.09000000,-0.02500000
'0:09.518',-0.08000000,-0.02000000
'0:09.520',-0.08000000,-0.01500000
'0:09.522',-0.07500000,-0.01000000
'0:09.524',-0.08000000,-0.01000000
'0:09.526',-0.08500000,-0.00500000
'0:09.528',-0.10000000,-0.00500000
'0:09.530',-0.09500000,-0.00500000
'0:09.532',-0.10000000,-0.01000000
'0:09.534',-0.07500000,-0.01000000
'0:09.536',-0.07500000,-0.01000000
'0:09.538',-0.07000000,-0.01000000
'0:09.540',-0.06500000,-0.01000000
'0:09.542',-0.06500000,-0.00500000
'0:09.544',-0.08000000,-0.00500000
'0:09.546',-0.09000000,-0.00500000
'0:09.548',-0.09500000,0.00000000
'0:09.550',-0.09500000,0.00000000
'0:09.552',-0.07500000,0.00000000
'0:09.554',-0.07000000,0.00000000
'0:09.556',-0.06000000,0.00500000
'0:09.558',-0.04000000,0.00500000
'0:09.560',-0.03500000,0.00500000
'0:09.562',-0.04500000,0.00500000
'0:09.564',-0.06500000,0.00500000
'0:09.566',-0.06500000,0.01000000
'0:09.568',-0.05500000,0.01500000
'0:09.570',-0.05000000,0.02000000
'0:09.572',-0.04500000,0.03000000
'0:09.574',-0.04000000,0.03500000
'0:09.576',-0.02500000,0.04500000
'0:09.578',0.00500000,0.05000000
'0:09.580',0.00500000,0.05500000
'0:09.582',0.01500000,0.06000000
'0:09.584',0.00500000,0.06500000
'0:09.586',-0.01000000,0.06500000
'0:09.588',-0.01000000,0.07000000
'0:09.590',-0.02000000,0.07500000
'0:09.592',-0.00500000,0.07500000
'0:09.594',0.00500000,0.08000000
'0:09.596',0.03000000,0.08500000
'0:09.598',0.02500000,0.09000000
'0:09.600',0.04000000,0.09500000
'0:09.602',0.06500000,0.10000000
'0:09.604',0.06000000,0.10500000
'0:09.606',0.05500000,0.11000000
'0:09.608',0.05500000,0.11500000
'0:09.610',0.04500000,0.12000000
'0:09.612',0.06000000,0.12500000
'0:09.614',0.07000000,0.13500000
'0:09.616',0.07500000,0.14000000
'0:09.618',0.09500000,0.15000000
'0:09.620',0.12000000,0.15500000
'0:09.622',0.11500000,0.16000000
'0:09.624',0.12500000,0.17000000
'0:09.626',0.12000000,0.17500000
'0:09.628',0.12000000,0.18000000
'0:09.630',0.11500000,0.18500000
'0:09.632',0.11000000,0.19000000
'0:09.634',0.12500000,0.19500000
'0:09.636',0.15000000,0.20000000
'0:09.638',0.14000000,0.20500000
'0:09.640',0.14500000,0.20500000
'0:09.642',0.14500000,0.21000000
'0:09.644',0.13000000,0.21000000
'0:09.646',0.11000000,0.21000000
'0:09.648',0.09500000,0.20500000
'0:09.650',0.09500000,0.20000000
'0:09.652',0.09500000,0.19500000
'0:09.654',0.12000000,0.18500000
'0:09.656',0.12000000,0.18000000
'0:09.658',0.12500000,0.18000000
'0:09.660',0.12500000,0.17500000
'0:09.662',0.10500000,0.17500000
'0:09.664',0.09500000,0.17500000
'0:09.666',0.07000000,0.17500000
'0:09.668',0.06000000,0.17000000
'0:09.670',0.04500000,0.16000000
'0:09.672',0.04000000,0.15500000
'0:09.674',0.04000000,0.14000000
'0:09.676',0.04000000,0.12500000
'0:09.678',0.01500000,0.11000000
'0:09.680',0.02000000,0.09500000
'0:09.682',0.01500000,0.08000000
'0:09.684',-0.02500000,0.06500000
'0:09.686',-0.05500000,0.05500000
'0:09.688',-0.04500000,0.04500000
'0:09.690',-0.05000000,0.04000000
'0:09.692',-0.06500000,0.03500000
'0:09.694',-0.06500000,0.03000000
'0:09.696',-0.04500000,0.02500000
'0:09.698',-0.05500000,0.02000000
'0:09.700',-0.05500000,0.02000000
'0:09.702',-0.07000000,0.01500000
'0:09.704',-0.08500000,0.01000000
'0:09.706',-0.10500000,0.00500000
'0:09.708',-0.11000000,0.00500000
'0:09.710',-0.11000000,0.00000000
'0:09.712',-0.11500000,-0.00500000
'0:09.714',-0.11000000,-0.01500000
'0:09.716',-0.10500000,-0.02000000
'0:09.718',-0.11000000,-0.03000000
'0:09.720',-0.10500000,-0.04000000
'0:09.722',-0.10000000,-0.04500000
'0:09.724',-0.09500000,-0.05500000
'0:09.726',-0.13000000,-0.06000000
'0:09.728',-0.13500000,-0.06000000
'0:09.730',-0.14000000,-0.06000000
'0:09.732',-0.11500000,-0.06000000
'0:09.734',-0.12500000,-0.05000000
'0:09.736',-0.12500000,-0.04500000
'0:09.738',-0.09500000,-0.04000000
'0:09.740',-0.10000000,-0.03500000
'0:09.742',-0.12500000,-0.03500000
'0:09.744',-0.14000000,-0.03500000
'0:09.746',-0.13500000,-0.04000000
'0:09.748',-0.14000000,-0.04500000
'0:09.750',-0.14500000,-0.05000000
'0:09.752',-0.12500000,-0.05500000
'0:09.754',-0.11500000,-0.06000000
'0:09.756',-0.11000000,-0.06000000
'0:09.758',-0.12000000,-0.05500000
'0:09.760',-0.11000000,-0.05500000
'0:09.762',-0.12500000,-0.05000000
'0:09.764',-0.12500000,-0.04500000
'0:09.766',-0.12500000,-0.04000000
'0:09.768',-0.12500000,-0.04000000
'0:09.770',-0.13500000,-0.04000000
'0:09.772',-0.11500000,-0.04500000
'0:09.774',-0.12000000,-0.04500000
'0:09.776',-0.11000000,-0.05000000
'0:09.778',-0.10000000,-0.05000000
'0:09.780',-0.08500000,-0.05500000
'0:09.782',-0.10500000,-0.05500000
'0:09.784',-0.11000000,-0.05500000
'0:09.786',-0.12500000,-0.05500000
'0:09.788',-0.12500000,-0.05000000
'0:09.790',-0.12500000,-0.05000000
'0:09.792',-0.12000000,-0.05000000
'0:09.794',-0.09500000,-0.05000000
'0:09.796',-0.09500000,-0.05000000
'0:09.798',-0.09000000,-0.04500000
'0:09.800',-0.10000000,-0.04500000
'0:09.802',-0.10500000,-0.04000000
'0:09.804',-0.11500000,-0.03500000
'0:09.806',-0.11500000,-0.03000000
'0:09.808',-0.12500000,-0.02500000
'0:09.810',-0.13000000,-0.02500000
'0:09.812',-0.10500000,-0.02500000
'0:09.814',-0.10000000,-0.02500000
'0:09.816',-0.08000000,-0.02500000
'0:09.818',-0.09000000,-0.03000000
'0:09.820',-0.07500000,-0.03500000
'0:09.822',-0.10000000,-0.03500000
'0:09.824',-0.12500000,-0.03500000
'0:09.826',-0.12000000,-0.03500000
'0:09.828',-0.12500000,-0.03500000
'0:09.830',-0.13000000,-0.03000000
'0:09.832',-0.09000000,-0.03000000
'0:09.834',-0.09500000,-0.03000000
'0:09.836',-0.08000000,-0.03000000
'0:09.838',-0.07000000,-0.03000000
'0:09.840',-0.08000000,-0.03000000
'0:09.842',-0.09000000,-0.03000000
'0:09.844',-0.11000000,-0.03000000
'0:09.846',-0.11500000,-0.03500000
'0:09.848',-0.12000000,-0.03000000
'0:09.850',-0.11000000,-0.03000000
'0:09.852',-0.10000000,-0.03000000
'0:09.854',-0.10000000,-0.03000000
'0:09.856',-0.09000000,-0.03000000
'0:09.858',-0.08000000,-0.03000000
'0:09.860',-0.09500000,-0.03000000
'0:09.862',-0.10500000,-0.03000000
'0:09.864',-0.10500000,-0.03000000
'0:09.866',-0.12500000,-0.02500000
'0:09.868',-0.11500000,-0.02500000
'0:09.870',-0.11000000,-0.02000000
'0:09.872',-0.10500000,-0.02000000
'0:09.874',-0.10000000,-0.02000000
'0:09.876',-0.09000000,-0.02500000
'0:09.878',-0.09500000,-0.02500000
'0:09.880',-0.10000000,-0.03000000
'0:09.882',-0.11500000,-0.03000000
'0:09.884',-0.11000000,-0.03000000
'0:09.886',-0.10500000,-0.03000000
'0:09.888',-0.08000000,-0.02500000
'0:09.890',-0.07500000,-0.01500000
'0:09.892',-0.05500000,-0.00500000
'0:09.894',-0.04500000,0.00500000
'0:09.896',-0.02500000,0.02000000
'0:09.898',0.00000000,0.03000000
'0:09.900',0.00000000,0.04500000
'0:09.902',-0.00500000,0.05500000
'0:09.904',-0.02500000,0.06500000
'0:09.906',-0.01000000,0.07000000
'0:09.908',-0.01500000,0.08000000
'0:09.910',-0.02500000,0.08500000
'0:09.912',0.00500000,0.08500000
'0:09.914',0.01500000,0.09000000
'0:09.916',0.02000000,0.09000000
'0:09.918',0.03500000,0.09000000
'0:09.920',0.03500000,0.08500000
'0:09.922',0.01500000,0.08500000
'0:09.924',0.00500000,0.08000000
'0:09.926',-0.01000000,0.08000000
'0:09.928',-0.01000000,0.07500000
'0:09.930',0.01500000,0.07500000
'0:09.932',0.03000000,0.08000000
'0:09.934',0.03500000,0.08000000
'0:09.936',0.03500000,0.08000000
'0:09.938',0.04000000,0.08000000
'0:09.940',0.02000000,0.08500000
'0:09.942',0.01000000,0.08000000
'0:09.944',0.00500000,0.08000000
'0:09.946',0.00500000,0.08000000
'0:09.948',0.01000000,0.07500000
'0:09.950',0.01000000,0.07500000
'0:09.952',0.02500000,0.07500000
'0:09.954',0.03000000,0.07500000
'0:09.956',0.04500000,0.08000000
'0:09.958',0.05500000,0.08000000
'0:09.960',0.05000000,0.08500000
'0:09.962',0.03000000,0.09000000
'0:09.964',0.01000000,0.09500000
'0:09.966',0.01000000,0.10000000
'0:09.968',0.00500000,0.10500000
'0:09.970',0.00500000,0.10500000
'0:09.972',0.02500000,0.11000000
'0:09.974',0.04000000,0.10500000
'0:09.976',0.05000000,0.10500000
'0:09.978',0.03500000,0.10000000
'0:09.980',0.02500000,0.10000000
'0:09.982',0.02000000,0.09500000
'0:09.984',0.01000000,0.09500000
'0:09.986',0.01500000,0.09500000
'0:09.988',0.01500000,0.09500000
'0:09.990',0.01500000,0.09500000
'0:09.992',0.03000000,0.09500000
'0:09.994',0.02000000,0.09500000
'0:09.996',0.03500000,0.09500000
'0:09.998',0.04000000,0.09500000
'0:10.000',0.02500000,0.09500000
'0:10.002',0.02000000,0.09500000
'0:10.004',0.02000000,0.09500000
'0:10.006',0.00000000,0.09000000
'0:10.008',0.00500000,0.09000000
'0:10.010',0.00500000,0.09000000
'0:10.012',0.03000000,0.09000000
'0:10.014',0.03000000,0.09000000
'0:10.016',0.03000000,0.09000000
'0:10.018',0.03500000,0.08500000
'0:10.020',0.01500000,0.08500000
'0:10.022',-0.01000000,0.08000000
'0:10.024',-0.01500000,0.07500000
'0:10.026',-0.00500000,0.07000000
'0:10.028',-0.00500000,0.07000000
'0:10.030',0.01000000,0.07000000
'0:10.032',0.01500000,0.07000000
'0:10.034',0.03500000,0.07000000
'0:10.036',0.03500000,0.07500000
'0:10.038',0.04000000,0.08000000
'0:10.040',0.02500000,0.08500000
'0:10.042',0.01500000,0.09000000
'0:10.044',0.01000000,0.09000000
'0:10.046',0.01000000,0.09000000
'0:10.048',0.02000000,0.09000000
'0:10.050',0.03000000,0.09000000
'0:10.052',0.04000000,0.09000000
'0:10.054',0.04500000,0.08500000
'0:10.056',0.05500000,0.09000000
'0:10.058',0.05000000,0.09000000
'0:10.060',0.04500000,0.09000000
'0:10.062',0.03000000,0.09500000
'0:10.064',0.02000000,0.10000000
'0:10.066',0.02500000,0.10000000
'0:10.068',0.04000000,0.10500000
'0:10.070',0.05000000,0.10500000
'0:10.072',0.07500000,0.11000000
'0:10.074',0.09000000,0.11000000
'0:10.076',0.10000000,0.11500000
'0:10.078',0.09500000,0.12000000
'0:10.080',0.08000000,0.12500000
'0:10.082',0.07500000,0.13000000
'0:10.084',0.04500000,0.13500000
'0:10.086',0.04000000,0.13500000
'0:10.088',0.04000000,0.14000000
'0:10.090',0.05500000,0.14000000
'0:10.092',0.07000000,0.13500000
'0:10.094',0.07000000,0.13500000
'0:10.096',0.08000000,0.13000000
'0:10.098',0.07500000,0.12500000
'0:10.100',0.05000000,0.12500000
'0:10.102',0.02500000,0.12000000
'0:10.104',0.01000000,0.11500000
'0:10.106',-0.00500000,0.11000000
'0:10.108',0.00000000,0.10500000
'0:10.110',0.00500000,0.09500000
'0:10.112',0.00000000,0.09000000
'0:10.114',0.00500000,0.08000000
'0:10.116',0.01000000,0.07000000
'0:10.118',0.01000000,0.06000000
'0:10.120',-0.02000000,0.05000000
'0:10.122',-0.03000000,0.04500000
'0:10.124',-0.04000000,0.04000000
'0:10.126',-0.05000000,0.04000000
'0:10.128',-0.05000000,0.03500000
'0:10.130',-0.04000000,0.03500000
'0:10.132',-0.05000000,0.03000000
'0:10.134',-0.03500000,0.02500000
'0:10.136',-0.03500000,0.02500000
'0:10.138',-0.04000000,0.02000000
'0:10.140',-0.04500000,0.01500000
'0:10.142',-0.05000000,0.01000000
'0:10.144',-0.06000000,0.00500000
'0:10.146',-0.07500000,0.00500000
'0:10.148',-0.07500000,0.00500000
'0:10.150',-0.07500000,0.00000000
'0:10.152',-0.06500000,0.00000000
'0:10.154',-0.06000000,-0.00500000
'0:10.156',-0.05000000,-0.00500000
'0:10.158',-0.06000000,-0.00500000
'0:10.160',-0.06500000,-0.01000000
'0:10.162',-0.08500000,-0.01000000
'0:10.164',-0.08500000,-0.01500000
'0:10.166',-0.09500000,-0.01500000
'0:10.168',-0.09000000,-0.01500000
'0:10.170',-0.07000000,-0.01500000
'0:10.172',-0.07500000,-0.01500000
'0:10.174',-0.07500000,-0.01500000
'0:10.176',-0.07000000,-0.01500000
'0:10.178',-0.06000000,-0.01500000
'0:10.180',-0.07000000,-0.01000000
'0:10.182',-0.07500000,-0.01000000
'0:10.184',-0.09000000,-0.01000000
'0:10.186',-0.10000000,-0.00500000
'0:10.188',-0.08500000,-0.00500000
'0:10.190',-0.08000000,-0.00500000
'0:10.192',-0.08500000,-0.01000000
'0:10.194',-0.07500000,-0.01500000
'0:10.196',-0.07500000,-0.02500000
'0:10.198',-0.09500000,-0.03500000
'0:10.200',-0.12000000,-0.04500000
'0:10.202',-0.12500000,-0.05500000
'0:10.204',-0.14500000,-0.06500000
'0:10.206',-0.17000000,-0.07000000
'0:10.208',-0.15500000,-0.07000000
'0:10.210',-0.14500000,-0.06500000
'0:10.212',-0.11500000,-0.05000000
'0:10.214',-0.07000000,-0.02500000
'0:10.216',-0.00500000,0.01000000
'0:10.218',0.06000000,0.06000000
'0:10.220',0.08000000,0.12500000
'0:10.222',0.13500000,0.20000000
'0:10.224',0.21500000,0.29000000
'0:10.226',0.28500000,0.38500000
'0:10.228',0.41000000,0.48000000
'0:10.230',0.55000000,0.56500000
'0:10.232',0.65000000,0.63000000
'0:10.234',0.68500000,0.67500000
'0:10.236',0.67500000,0.69000000
'0:10.238',0.61500000,0.67000000
'0:10.240',0.53500000,0.62000000
'0:10.242',0.44000000,0.53500000
'0:10.244',0.33000000,0.43000000
'0:10.246',0.23000000,0.31000000
'0:10.248',0.10500000,0.19000000
'0:10.250',-0.01000000,0.08000000
'0:10.252',-0.13000000,-0.02000000
'0:10.254',-0.20500000,-0.09000000
'0:10.256',-0.22500000,-0.14000000
'0:10.258',-0.21000000,-0.16000000
'0:10.260',-0.19500000,-0.16500000
'0:10.262',-0.19000000,-0.15000000
'0:10.264',-0.16500000,-0.12500000
'0:10.266',-0.15000000,-0.10000000
'0:10.268',-0.12000000,-0.07500000
'0:10.270',-0.09500000,-0.05500000
'0:10.272',-0.08000000,-0.04500000
'0:10.274',-0.08000000,-0.04000000
'0:10.276',-0.07500000,-0.04000000
'0:10.278',-0.07500000,-0.04000000
'0:10.280',-0.10500000,-0.04500000
'0:10.282',-0.11000000,-0.04500000
'0:10.284',-0.11500000,-0.04500000
'0:10.286',-0.12000000,-0.04000000
'0:10.288',-0.10000000,-0.04000000
'0:10.290',-0.08500000,-0.03500000
'0:10.292',-0.08500000,-0.03500000
'0:10.294',-0.08000000,-0.03000000
'0:10.296',-0.08500000,-0.03000000
'0:10.298',-0.10000000,-0.03500000
'0:10.300',-0.10500000,-0.03500000
'0:10.302',-0.11500000,-0.03500000
'0:10.304',-0.11500000,-0.03500000
'0:10.306',-0.11500000,-0.03000000
'0:10.308',-0.10500000,-0.03000000
'0:10.310',-0.10000000,-0.02500000
'0:10.312',-0.09500000,-0.02500000
'0:10.314',-0.08500000,-0.02000000
'0:10.316',-0.07500000,-0.02000000
'0:10.318',-0.08500000,-0.02000000
'0:10.320',-0.10000000,-0.02000000
'0:10.322',-0.09000000,-0.02500000
'0:10.324',-0.10500000,-0.02500000
'0:10.326',-0.10000000,-0.03000000
'0:10.328',-0.09000000,-0.03000000
'0:10.330',-0.07500000,-0.03000000
'0:10.332',-0.06500000,-0.03000000
'0:10.334',-0.06000000,-0.03000000
'0:10.336',-0.06500000,-0.03000000
'0:10.338',-0.07500000,-0.03000000
'0:10.340',-0.09000000,-0.03000000
'0:10.342',-0.09500000,-0.03000000
'0:10.344',-0.09500000,-0.03000000
'0:10.346',-0.09500000,-0.02500000
'0:10.348',-0.08000000,-0.02500000
'0:10.350',-0.07500000,-0.02500000
'0:10.352',-0.07500000,-0.02000000
'0:10.354',-0.05500000,-0.02000000
'0:10.356',-0.05500000,-0.01500000
'0:10.358',-0.06500000,-0.01500000
'0:10.360',-0.07500000,-0.01500000
'0:10.362',-0.08000000,-0.01500000
'0:10.364',-0.08500000,-0.01500000
'0:10.366',-0.08500000,-0.01000000
'0:10.368',-0.05500000,-0.01000000
'0:10.370',-0.04000000,-0.01000000
'0:10.372',-0.05000000,-0.01000000
'0:10.374',-0.05500000,-0.01000000
'0:10.376',-0.05000000,-0.01000000
'0:10.378',-0.05500000,-0.00500000
'0:10.380',-0.06500000,0.00000000
'0:10.382',-0.06500000,0.00000000
'0:10.384',-0.06000000,0.00500000
'0:10.386',-0.06000000,0.01000000
'0:10.388',-0.03500000,0.01500000
'0:10.390',-0.02500000,0.02000000
'0:10.392',-0.03000000,0.02000000
'0:10.394',-0.03500000,0.02000000
'0:10.396',-0.04000000,0.02000000
'0:10.398',-0.03500000,0.02000000
'0:10.400',-0.02500000,0.02000000
'0:10.402',-0.03500000,0.01500000
'0:10.404',-0.04000000,0.01500000
'0:10.406',-0.03000000,0.02000000
'0:10.408',-0.02500000,0.02500000
'0:10.410',-0.00500000,0.03000000
'0:10.412',0.00500000,0.04000000
'0:10.414',0.02500000,0.05000000
'0:10.416',0.03000000,0.06000000
'0:10.418',0.01000000,0.07000000
'0:10.420',0.01000000,0.07500000
'0:10.422',0.01000000,0.08000000
'0:10.424',0.01500000,0.08500000
'0:10.426',0.02000000,0.08500000
'0:10.428',0.04500000,0.08500000
'0:10.430',0.06000000,0.09000000
'0:10.432',0.06500000,0.09000000
'0:10.434',0.08000000,0.09500000
'0:10.436',0.08000000,0.10000000
'0:10.438',0.08000000,0.11000000
'0:10.440',0.06000000,0.12000000
'0:10.442',0.07000000,0.13000000
'0:10.444',0.08000000,0.14000000
'0:10.446',0.08500000,0.14500000
'0:10.448',0.09000000,0.15500000
'0:10.450',0.11000000,0.15500000
'0:10.452',0.12000000,0.16000000
'0:10.454',0.12000000,0.16000000
'0:10.456',0.12000000,0.16500000
'0:10.458',0.11500000,0.16500000
'0:10.460',0.11000000,0.16500000
'0:10.462',0.10500000,0.16500000
'0:10.464',0.08500000,0.16500000
'0:10.466',0.08500000,0.16000000
'0:10.468',0.09000000,0.16000000
'0:10.470',0.09500000,0.15500000
'0:10.472',0.11000000,0.14500000
'0:10.474',0.10000000,0.14000000
'0:10.476',0.10000000,0.13500000
'0:10.478',0.07500000,0.12500000
'0:10.480',0.05500000,0.12500000
'0:10.482',0.03500000,0.12000000
'0:10.484',0.03000000,0.11500000
'0:10.486',0.03000000,0.11000000
'0:10.488',0.02500000,0.10500000
'0:10.490',0.03000000,0.09500000
'0:10.492',0.04000000,0.09000000
'0:10.494',0.02500000,0.07500000
'0:10.496',0.01500000,0.06500000
'0:10.498',-0.02000000,0.05500000
'0:10.500',-0.02500000,0.04500000
'0:10.502',-0.05000000,0.03500000
'0:10.504',-0.06500000,0.03000000
'0:10.506',-0.06500000,0.02500000
'0:10.508',-0.05000000,0.02000000
'0:10.510',-0.04000000,0.02000000
'0:10.512',-0.04000000,0.01500000
'0:10.514',-0.04500000,0.01000000
'0:10.516',-0.06500000,0.00000000
'0:10.518',-0.09000000,-0.01000000
'0:10.520',-0.12000000,-0.02000000
'0:10.522',-0.11000000,-0.03500000
'0:10.524',-0.13000000,-0.04500000
'0:10.526',-0.13500000,-0.06000000
'0:10.528',-0.14000000,-0.06500000
'0:10.530',-0.14000000,-0.07500000
'0:10.532',-0.13000000,-0.08000000
'0:10.534',-0.11000000,-0.08000000
'0:10.536',-0.12500000,-0.08000000
'0:10.538',-0.14000000,-0.08500000
'0:10.540',-0.15000000,-0.08500000
'0:10.542',-0.15000000,-0.08500000
'0:10.544',-0.16500000,-0.08500000
'0:10.546',-0.15000000,-0.09000000
'0:10.548',-0.14500000,-0.09000000
'0:10.550',-0.14500000,-0.09500000
'0:10.552',-0.13500000,-0.10000000
'0:10.554',-0.12500000,-0.10000000
'0:10.556',-0.14000000,-0.10500000
'0:10.558',-0.15500000,-0.11000000
'0:10.560',-0.16000000,-0.11000000
'0:10.562',-0.17000000,-0.11000000
'0:10.564',-0.16000000,-0.10500000
'0:10.566',-0.16500000,-0.10000000
'0:10.568',-0.15500000,-0.09500000
'0:10.570',-0.14500000,-0.09500000
'0:10.572',-0.15000000,-0.09000000
'0:10.574',-0.12000000,-0.08500000
'0:10.576',-0.13500000,-0.08000000
'0:10.578',-0.13000000,-0.07500000
'0:10.580',-0.14500000,-0.07500000
'0:10.582',-0.16000000,-0.07500000
'0:10.584',-0.17000000,-0.07000000
'0:10.586',-0.15500000,-0.07000000
'0:10.588',-0.14500000,-0.07000000
'0:10.590',-0.13500000,-0.07000000
'0:10.592',-0.13000000,-0.07500000
'0:10.594',-0.11500000,-0.07500000
'0:10.596',-0.13500000,-0.08000000
'0:10.598',-0.15000000,-0.08500000
'0:10.600',-0.15500000,-0.08500000
'0:10.602',-0.16000000,-0.09000000
'0:10.604',-0.16500000,-0.09500000
'0:10.606',-0.14500000,-0.09500000
'0:10.608',-0.12500000,-0.09500000
'0:10.610',-0.11500000,-0.09500000
'0:10.612',-0.10500000,-0.09000000
'0:10.614',-0.10000000,-0.08500000
'0:10.616',-0.11000000,-0.08500000
'0:10.618',-0.12500000,-0.08000000
'0:10.620',-0.13500000,-0.08000000
'0:10.622',-0.16500000,-0.07500000
'0:10.624',-0.16500000,-0.07500000
